name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
Apache DolphinScheduler 代码注入漏洞,CNNVD-202402-1581,2024-02-20,2024-02-26,,高危,代码注入,Apache DolphinScheduler是美国阿帕奇（Apache）基金会的一个分布式的基于DAG可视化的工作流任务调度系统。 Apache DolphinScheduler 3.2.1之前版本存在代码注入漏洞，该漏洞源于存在任意文件读取。,CVE-2023-51770,
Apache DolphinScheduler 信任管理问题漏洞,CNNVD-202402-1583,2024-02-20,2024-02-26,,超危,信任管理问题,Apache DolphinScheduler是美国阿帕奇（Apache）基金会的一个分布式的基于DAG可视化的工作流任务调度系统。 Apache DolphinScheduler 3.2.0 之前版本存在信任管理问题漏洞，该漏洞源于HttpUtils类不验证证书，因此可以对传出 https 连接执行中间人攻击。,CVE-2023-49250,
Zyxel ATP 代码问题漏洞,CNNVD-202402-1575,2024-02-20,2024-02-22,,中危,代码问题,Zyxel ATP是中国合勤（Zyxel）公司的一款防火墙。 Zyxel ATP 4.32 到 5.37 Patch 1固件版本存在代码问题漏洞，该漏洞源于允许基于 LAN 的攻击者通过将精心制作的 RAR 压缩文件下载到 LAN 端主机上来造成拒绝服务。,CVE-2023-6397,
Enhancesoft osTicket 跨站脚本漏洞,CNNVD-202402-1672,2024-02-20,2024-03-11,,中危,跨站脚本,Enhancesoft osTicket是美国Enhancesoft公司的一套开源的票务系统。 Enhancesoft osTicket 1.18.0版本存在跨站脚本漏洞，该漏洞源于允许远程攻击者通过精心设计的support ticket提升权限。,CVE-2023-46967,
Biosig Project libbiosig 输入验证错误漏洞,CNNVD-202402-1632,2024-02-20,2024-02-22,,超危,输入验证错误,BioSig Project Biosig Project libbiosig是BioSig Project公司的一个用于生物医学信号处理的开源软件库。具有生物信号分析功能。 Biosig Project libbiosig 2.5.0 版本存在输入验证错误漏洞，该漏洞源于 soopen_FAMOS_read 功能中存在整数溢出漏洞。,CVE-2024-21812,
OpenOlat LMS 输入验证错误漏洞,CNNVD-202402-1589,2024-02-20,2024-02-26,,中危,输入验证错误,OpenOLAT是一个基于网络的电子学习平台，用于教学、学习、评估和交流，一个 LMS，一个学习管理系统。 OpenOlat LMS存在安全漏洞。攻击者利用该漏洞在用户浏览器中以受害者的权限执行存储的 JavaScript 代码。,CVE-2024-25973,
Zyxel ATP 格式化字符串错误漏洞,CNNVD-202402-1572,2024-02-20,2024-02-22,,中危,格式化字符串错误,Zyxel ATP是中国合勤（Zyxel）公司的一款防火墙。 Zyxel ATP 4.32 到 5.37 Patch 1固件版本存在格式化字符串错误漏洞，该漏洞源于允许经过身份验证的 IPSec VPN 用户通过向受影响的设备发送精心设计的主机名，导致deviceid守护程序拒绝服务。,CVE-2023-6399,
Imaging Data Commons libdicom 资源管理错误漏洞,CNNVD-202402-1594,2024-02-20,2024-02-22,,高危,资源管理错误,Imaging Data Commons libdicom是Imaging Data Commons的用于读取 DICOM 文件的 C 库。 Imaging Data Commons libdicom 1.0.5 版本存在资源管理错误漏洞，该漏洞源于 DICOM 元素解析中存在释放后重用漏洞。,CVE-2024-24794,
Pyhtml2pdf 跨站脚本漏洞,CNNVD-202402-1579,2024-02-20,2024-02-22,,高危,跨站脚本,Pyhtml2pdf是Python基金会的一个简单的 python 包装器。通过 selenium 使用无头 Chrome 将 HTML 转换为 PDF。 Pyhtml2pdf 0.0.6版本存在跨站脚本漏洞，该漏洞源于没有验证用户输入的HTML内容，导致攻击者可以获取任意本地文件。,CVE-2024-1647,
Biosig Project libbiosig 资源管理错误漏洞,CNNVD-202402-1625,2024-02-20,2024-02-22,,超危,资源管理错误,BioSig Project Biosig Project libbiosig是BioSig Project公司的一个用于生物医学信号处理的开源软件库。具有生物信号分析功能。 Biosig Project libbiosig 2.5.0 版本存在资源管理错误漏洞，该漏洞源于 BrainVision ASCII 标头解析功能中存在双重释放漏洞。,CVE-2024-23809,
Decidim 跨站脚本漏洞,CNNVD-202402-1653,2024-02-20,2024-03-11,,中危,跨站脚本,Decidim是一个参与式民主框架，用 Ruby on Rails 编写。 Decidim 0.27.0版本至0.27.5版本、0.28.0版本存在跨站脚本漏洞，该漏洞源于动态文件上传功能中存在跨站脚本漏洞。,CVE-2023-51447,
Imaging Data Commons libdicom 资源管理错误漏洞,CNNVD-202402-1596,2024-02-20,2024-02-22,,高危,资源管理错误,Imaging Data Commons libdicom是Imaging Data Commons的用于读取 DICOM 文件的 C 库。 Imaging Data Commons libdicom 1.0.5 版本存在资源管理错误漏洞，该漏洞源于 DICOM 元素解析中存在释放后重用漏洞。,CVE-2024-24793,
TOTOLINK X6000R 信任管理问题漏洞,CNNVD-202402-1619,2024-02-20,2024-03-11,,中危,信任管理问题,TOTOLINK X6000R是中国吉翁电子（TOTOLINK）公司的一款无线路由器。 TOTOLINK X6000R 9.4.0cu.852_B20230719版本存在信任管理问题漏洞，该漏洞源于文件/etc/shadow存在硬编码凭据。,CVE-2024-1661,
OpenOLAT 跨站脚本漏洞,CNNVD-202402-1588,2024-02-20,2024-02-29,,中危,跨站脚本,OpenOLAT是一个基于网络的电子学习平台，用于教学、学习、评估和交流，一个 LMS，一个学习管理系统。 OpenOLAT 存在跨站脚本漏洞，该漏洞源于允许在媒体中心内上传文件，无需任何其他权限。,CVE-2024-25974,
Loomio 代码注入漏洞,CNNVD-202402-1563,2024-02-20,2024-02-22,,超危,代码注入,Loomio是一款协作决策工具。 Loomio 2.22.0版本存在代码注入漏洞，该漏洞源于存在操作系统命令注入漏洞。,CVE-2024-1297,
Projeqtor 跨站脚本漏洞,CNNVD-202402-1670,2024-02-20,2024-03-11,,中危,跨站脚本,Projeqtor是Projeqtor社区的一套基于PHP的开源项目管理软件。该软件用于组织多个项目所需的各个功能，适用于IT项目。 Projeqtor 11.0.2版本存在跨站脚本漏洞，该漏洞源于允许远程攻击者通过 ack.php 和 security.php 中的 checkvalidHtmlText 函数使用精心设计的脚本执行任意代码。,CVE-2023-49034,
编号撤回,CNNVD-202402-1669,2024-02-20,2024-02-26,,中危,授权问题,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 该CVE编号已撤回。,CVE-2023-52437,
SuiteCRM 代码问题漏洞,CNNVD-202402-1562,2024-02-20,2024-02-22,,超危,代码问题,SuiteCRM是SuiteCRM团队的一个客户关系管理系统。 SuiteCRM 7.14.2存在代码问题漏洞，该漏洞源于存在本地文件包含漏洞。,CVE-2024-1644,
Apache Dolphinscheduler 代码注入漏洞,CNNVD-202402-1584,2024-02-20,2024-02-26,,超危,代码注入,Apache Dolphinscheduler是美国阿帕奇（Apache）基金会的一个现代数据编排平台。 Apache Dolphinscheduler 存在代码注入漏洞，该漏洞源于存在远程代码执行的漏洞。,CVE-2023-49109,
Biosig Project libbiosig 缓冲区错误漏洞,CNNVD-202402-1630,2024-02-20,2024-02-22,,超危,缓冲区错误,BioSig Project Biosig Project libbiosig是BioSig Project公司的一个用于生物医学信号处理的开源软件库。具有生物信号分析功能。 Biosig Project libbiosig 2.5.0 版本存在缓冲区错误漏洞，该漏洞源于 BrainVisionMarker 解析功能中存在越界写入漏洞。,CVE-2024-23305,
Biosig Project libbiosig 数字错误漏洞,CNNVD-202402-1628,2024-02-20,2024-02-26,,超危,数字错误,BioSig Project Biosig Project libbiosig是BioSig Project公司的一个用于生物医学信号处理的开源软件库。具有生物信号分析功能。 Biosig Project libbiosig 2.5.0 版本存在数字错误漏洞，该漏洞源于 soopen_FAMOS_read 功能中存在整数下溢漏洞。,CVE-2024-23313,
Zyxel ATP 格式化字符串错误漏洞,CNNVD-202402-1567,2024-02-20,2024-02-26,,高危,格式化字符串错误,Zyxel ATP是中国合勤（Zyxel）公司的一款防火墙。 Zyxel ATP 4.32至5.37 Patch 1版本存在格式化字符串错误漏洞，该漏洞源于IPSec VPN功能存在格式字符串漏洞。,CVE-2023-6764,
Apache Airflow 信任管理问题漏洞,CNNVD-202402-1666,2024-02-20,2024-02-26,,超危,信任管理问题,Apache Airflow是美国阿帕奇（Apache）基金会的一套用于创建、管理和监控工作流程的开源平台。该平台具有可扩展和动态监控等特点。 Apache Airflow 存在信任管理问题漏洞，该漏洞源于当为 Mongo Hook 启用 ssl 时，默认设置包括 allow_insecure，这将导致不会验证证书。,CVE-2024-25141,
Weston Embedded uC-TCP-IP 资源管理错误漏洞,CNNVD-202402-1640,2024-02-20,2024-02-26,,高危,资源管理错误,Weston Embedded uC-TCP-IP是Weston Embedded公司的一个面向嵌入式系统的 TCP/IP 协议栈。 Weston Embedded uC-TCP-IP v3.06.01 版本存在资源管理错误漏洞，该漏洞源于 IP头环回解析功能存在双重释放漏洞。,CVE-2023-38562,
PHP MySQL User Signup Login System SQL注入漏洞,CNNVD-202402-1789,2024-02-21,2024-03-11,,中危,SQL注入,PHP MySQL User Signup Login System是使用 HTML、PHP 和 MySQL 的登录和注册表单。 PHP MySQL User Signup Login System 1.0版本存在SQL注入漏洞，该漏洞源于文件/edit.php存在SQL注入漏洞。,CVE-2024-1702,
PMB SQL注入漏洞,CNNVD-202402-1810,2024-02-21,2024-03-01,,中危,SQL注入,PMB是PMB Services团队的一个 100% 免费文档管理的参考工具。 PMB 7.4.7 及之前版本存在SQL注入漏洞，该漏洞源于允许未经身份验证的远程攻击者通过/admin/sauvegarde/run.php中的sauvegardes 变量执行任意SQL 命令。,CVE-2023-52155,
LIVEBOX Collaboration vDesk 跨站脚本漏洞,CNNVD-202402-1757,2024-02-21,2024-03-01,,中危,跨站脚本,LIVEBOX Collaboration vDesk是LIVEBOX公司的一个应用程序。 LIVEBOX Collaboration vDesk v031及之前版本存在跨站脚本漏洞，该漏洞源于/api/v1/vdeskintegration/todo/createorupdate 端点的title和/dashboard/reminders参数存在跨站脚本漏洞，攻击者利用该漏洞可以通过创建网络钓鱼部分来窃取受害者的凭据。,CVE-2022-45179,
CRMEB 路径遍历漏洞,CNNVD-202402-1778,2024-02-21,2024-02-26,,中危,路径遍历,Zhongbang CRMEB是中国西安众邦网络（Zhongbang）公司的一套开源的电商管理系统。 CRMEB 5.2.2版本存在路径遍历漏洞，该漏洞源于文件/adminapi/system/crud的save/delete功能存在路径遍历漏洞。,CVE-2024-1704,
WordPress Plugin FG Drupal to WordPress 跨站请求伪造漏洞,CNNVD-202402-1706,2024-02-21,2024-03-01,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin FG Drupal to WordPress 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24837,
PMB SQL注入漏洞,CNNVD-202402-1803,2024-02-21,2024-03-01,,中危,SQL注入,PMB是PMB Services团队的一个 100% 免费文档管理的参考工具。 PMB 7.4.7 及之前版本存在SQL注入漏洞，该漏洞源于允许未经身份验证的远程攻击者通过/pmb/opac_css/includes/sessions.inc.php中的PmbOpac-LOGIN cookie 值入任意SQL 命令。,CVE-2023-52153,
GitLab 跨站脚本漏洞,CNNVD-202402-1811,2024-02-21,2024-02-23,,高危,跨站脚本,GitLab是美国GitLab公司的一个开源的端到端软件开发平台，具有内置的版本控制、问题跟踪、代码审查、CI/CD（持续集成和持续交付）等功能。 GitLab 存在跨站脚本漏洞，该漏洞源于添加到用户个人资料页面的精心设计的有效负载可能会导致存储型跨站脚本，从而允许攻击者代表受害者执行任意操作。,CVE-2024-1451,
Autodesk AutoCAD 缓冲区错误漏洞,CNNVD-202402-1826,2024-02-21,2024-03-04,,高危,缓冲区错误,Autodesk AutoCAD是美国Autodesk公司的一套专业的3D绘图软件。 Autodesk AutoCAD存在缓冲区错误漏洞，该漏洞源于存在越界写入问题，攻击者可以利用此漏洞导致崩溃、写入敏感数据或在当前进程的上下文中执行任意代码。,CVE-2024-23120,
IBM InfoSphere Information Server 跨站脚本漏洞,CNNVD-202402-1764,2024-02-21,2024-02-26,,中危,跨站脚本,IBM InfoSphere Information Server是美国国际商业机器（IBM）公司的一套数据整合平台。该平台可用于整合各种渠道获取的数据信息。 IBM InfoSphere Information Server 11.7版本存在跨站脚本漏洞，该漏洞源于允许用户在 Web UI 中嵌入任意 JavaScript 代码，从而导致受信任会话中的凭据泄露。,CVE-2023-33843,
ZKTeco BioAccess IVS 跨站脚本漏洞,CNNVD-202402-1776,2024-02-21,2024-03-11,,中危,跨站脚本,ZKTeco BioAccess IVS是中国ZKTeco公司的一款基于Web的精简版安全平台。 ZKTeco BioAccess IVS 3.3.2及之前版本存在跨站脚本漏洞，该漏洞源于组件Department Name Search Bar存在跨站脚本。,CVE-2024-1706,
Querybook 跨站脚本漏洞,CNNVD-202402-1807,2024-02-21,2024-02-23,,中危,跨站脚本,Querybook是Pinterest开源的一个大数据查询 UI。 Querybook 3.31.1之前版本存在跨站脚本漏洞，该漏洞源于允许用户在不经过必要验证的情况下输入任意URL。,CVE-2024-26148,
PHP MySQL User Signup Login System 跨站脚本漏洞,CNNVD-202402-1753,2024-02-21,2024-03-11,,中危,跨站脚本,PHP MySQL User Signup Login System是使用 HTML、PHP 和 MySQL 的登录和注册表单。 PHP MySQL User Signup Login System 1.0版本存在跨站脚本漏洞，该漏洞源于文件/signup.php的参数username存在跨站脚本漏洞。,CVE-2024-1700,
PMB SQL注入漏洞,CNNVD-202402-1815,2024-02-21,2024-03-01,,高危,SQL注入,PMB是PMB Services团队的一个 100% 免费文档管理的参考工具。 PMB v.7.4.7版本存在SQL注入漏洞，该漏洞源于允许未经身份验证的远程攻击者通过 /admin/convert/export_z3950.php 端点中的query参数执行任意代码。,CVE-2023-37177,
WordPress Plugin TinyMCE and TinyMCE Advanced Professsional Formats and Styles 跨站请求伪造漏洞,CNNVD-202402-1713,2024-02-21,2024-02-26,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin TinyMCE and TinyMCE Advanced Professsional Formats and Styles 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-25904,
WordPress Plugin Admin Menu Editor 跨站请求伪造漏洞,CNNVD-202402-1714,2024-02-21,2024-03-01,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Admin Menu Editor 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24876,
Autodesk AutoCAD 缓冲区错误漏洞,CNNVD-202402-1804,2024-02-21,2024-03-11,,中危,缓冲区错误,Autodesk AutoCAD是美国Autodesk公司的一套专业的3D绘图软件。 Autodesk AutoCAD Desktop Software存在缓冲区错误漏洞，该漏洞源于在ASMKERN228A.dll中解析恶意编制的STP、CATPART或MODEL文件时，存在越界写入漏洞。攻击者可利用该漏洞造成崩溃、写入敏感数据或在当前进程的上下文中执行任意代码。,CVE-2024-0446,
GitLab 访问控制错误漏洞,CNNVD-202402-1809,2024-02-21,2024-02-23,,低危,授权问题,GitLab是美国GitLab公司的一个开源的端到端软件开发平台，具有内置的版本控制、问题跟踪、代码审查、CI/CD（持续集成和持续交付）等功能。 GitLab 存在访问控制错误漏洞，该漏洞源于具有子维护者角色的组成员可以更改与组中项目关联的可私人访问的部署密钥的标题。,CVE-2023-3509,
WordPress Plugin Debug 跨站请求伪造漏洞,CNNVD-202402-1708,2024-02-21,2024-03-11,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Debug 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24798,
PMB SQL注入漏洞,CNNVD-202402-1813,2024-02-21,2024-03-11,,中危,SQL注入,PMB是PMB Services团队的一个 100% 免费文档管理的参考工具。 PMB v.7.4.7版本存在SQL注入漏洞，该漏洞源于允许未经身份验证的远程攻击者通过export_skos.php 中的thesaurus 参数执行任意代码。,CVE-2023-38844,
WordPress Plugin PowerPack Addons for Elementor 跨站请求伪造漏洞,CNNVD-202402-1717,2024-02-21,2024-03-01,,高危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin PowerPack Addons for Elementor 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24843,
WordPress Plugin Multi Step Form 跨站请求伪造漏洞,CNNVD-202402-1711,2024-02-21,2024-02-26,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Multi Step Form 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-25905,
WordPress Plugin Quicksand Post Filter jQuery Plugin 跨站请求伪造漏洞,CNNVD-202402-1716,2024-02-21,2024-03-01,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Quicksand Post Filter jQuery Plugin 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24849,
PMB SQL注入漏洞,CNNVD-202402-1805,2024-02-21,2024-03-11,,高危,SQL注入,PMB是PMB Services团队的一个 100% 免费文档管理的参考工具。 PMB 7.4.7 及之前版本存在SQL注入漏洞，该漏洞源于允许未经身份验证的远程攻击者通过/admin/convert/export.class.php中的 get_next_notice 函数中的query参数执行任意 SQL 命令。,CVE-2023-51828,
GitLab 访问控制错误漏洞,CNNVD-202402-1821,2024-02-21,2024-02-23,,高危,授权问题,GitLab是美国GitLab公司的一个开源的端到端软件开发平台，具有内置的版本控制、问题跟踪、代码审查、CI/CD（持续集成和持续交付）等功能。 GitLab 存在访问控制错误漏洞，该漏洞源于开发人员可以通过创建合并冲突来绕过 CODEOWNERS 批准。,CVE-2024-0410,
WordPress Plugin Themify Builder 跨站请求伪造漏洞,CNNVD-202402-1715,2024-02-21,2024-03-01,,中危,跨站请求伪造,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Themify Builder 存在跨站请求伪造漏洞，该漏洞源于该插件中包含跨站请求伪造 (CSRF) 漏洞。,CVE-2024-24872,
GitLab 授权问题漏洞,CNNVD-202402-1825,2024-02-21,2024-02-23,,中危,授权问题,GitLab是美国GitLab公司的一个开源的端到端软件开发平台，具有内置的版本控制、问题跟踪、代码审查、CI/CD（持续集成和持续交付）等功能。 GitLab 存在授权问题漏洞，该漏洞源于具有“访客”角色的用户可以更改与权限相反的“自定义仪表板项目”设置。,CVE-2024-0861,
PHP MySQL User Signup Login System 访问控制错误漏洞,CNNVD-202402-1752,2024-02-21,2024-03-11,,中危,授权问题,PHP MySQL User Signup Login System是使用 HTML、PHP 和 MySQL 的登录和注册表单。 PHP MySQL User Signup Login System 1.0版本存在访问控制错误漏洞，该漏洞源于文件/edit.php存在访问控制错误漏洞。,CVE-2024-1701,
GitLab 访问控制错误漏洞,CNNVD-202402-1816,2024-02-21,2024-02-23,,中危,授权问题,GitLab是美国GitLab公司的一个开源的端到端软件开发平台，具有内置的版本控制、问题跟踪、代码审查、CI/CD（持续集成和持续交付）等功能。 GitLab 存在访问控制错误漏洞，该漏洞源于在某些特殊情况下，LDAP 用户可能能够使用经过验证的辅助电子邮件地址重置密码，并使用重置密码的直接身份验证绕过 LDAP 进行登录。,CVE-2024-1525,
GARO Wallbox GLB/GTB/GTC 跨站脚本漏洞,CNNVD-202402-1800,2024-02-21,2024-03-11,,中危,跨站脚本,GARO Wallbox GLB/GTB/GTC是瑞典GARO公司的一种电动汽车充电器。 GARO WALLBOX GLB+ T2EV7 0.5版本存在跨站脚本漏洞，该漏洞源于组件Software Update Handler存在跨站脚本漏洞。,CVE-2024-1707,
ConnectWise ScreenConnect 路径遍历漏洞,CNNVD-202402-1751,2024-02-21,2024-02-26,,高危,路径遍历,ConnectWise ScreenConnect是ConnectWise公司的一种自托管远程桌面软件应用程序。 ConnectWise ScreenConnect 23.9.7及之前版本存在安全漏洞，该漏洞源于存在路径遍历漏洞。,CVE-2024-1708,
ITFlow 跨站请求伪造漏洞,CNNVD-202402-1928,2024-02-22,2024-03-01,,中危,跨站请求伪造,ITFlow是ITFlow开源的一款客户 IT 文档、票务和计费 ERP 软件。 ITFlow commit 432488eca3998c5be6b6b9e8f8ba01f54bc12378之前版本存在跨站请求伪造漏洞。攻击者利用该漏洞可以更改系统设置。,CVE-2024-25344,
Fortinet FortiOS 格式化字符串错误漏洞,CNNVD-202402-1855,2024-02-22,2024-02-26,,高危,格式化字符串错误,Fortinet FortiOS是美国飞塔（Fortinet）公司的一套专用于FortiGate网络安全平台上的安全操作系统。该系统为用户提供防火墙、防病毒、IPSec/SSLVPN、Web内容过滤和反垃圾邮件等多种安全功能。 Fortinet FortiOS 7.2.0 到 7.2.4、7.0.0 到 7.0.11、6.4.0 到 6.4.12、6.2.0 到 6.2.14、6.0.0 到 6.0.16版本，Fortiproxy 7.2.0 到 7.2.4、7.0.0 到 7.0.10、2.0.0 到 2.0.12、1.2.0 到 1.2.13、1.1.0 到 1.1.6、1.0.0 到 1.0.7版本，FortiPAM 1.0.0 到 1.0.3版本存在格式化字符串错误漏洞，该漏洞源于允许攻击者通过特制命令执行未经授权的代码或命令。,CVE-2023-29181,
van_der_Schaar LAB AutoPrognosis 代码问题漏洞,CNNVD-202402-1914,2024-02-22,2024-03-11,,中危,代码问题,AutoPrognosis是van_der_Schaar LAB开源的一种针对临床预后的预测建模管道的系统。 van_der_Schaar LAB AutoPrognosis 0.1.21版本存在代码问题漏洞，该漏洞源于组件Release Note Handler中的load_model_from_file函数存在安全漏洞，导致反序列化。,CVE-2024-1748,
Apache Answer 代码问题漏洞,CNNVD-202402-1854,2024-02-22,2024-02-26,,中危,代码问题,Apache Answer是美国阿帕奇（Apache）基金会的一个社区平台。 Apache Answer 1.2.1及之前版本存在代码问题漏洞，该漏洞源于可以通过上传大像素文件进行像素洪水攻击，导致服务器内存不足。,CVE-2024-22393,
Apache Answer 竞争条件问题漏洞,CNNVD-202402-1857,2024-02-22,2024-02-26,,中危,竞争条件问题,Apache Answer是美国阿帕奇（Apache）基金会的一个社区平台。 Apache Answer 1.2.1及之前版本存在竞争条件问题漏洞，该漏洞源于存在竞争条件，可能会导致同时创建多个同名用户帐户。,CVE-2024-26578,
baserCMS 跨站脚本漏洞,CNNVD-202402-1889,2024-02-22,2024-03-01,,中危,跨站脚本,baserCMS是baserCMS团队的一套企业级内容管理系统（CMS）。 baserCMS 5.0.9之前版本存在跨站脚本漏洞，该漏洞源于site search功能容易受到跨站脚本攻击。,CVE-2023-44379,
WordPress Plugin User Feedback 跨站脚本漏洞,CNNVD-202402-1864,2024-02-22,2024-03-11,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin User Feedback 1.0.13及之前版本存在跨站脚本漏洞，该漏洞源于输入清理和输出转义不足。攻击者利用该漏洞可以在feedback submission页面中注入任意 Web 脚本。,CVE-2024-0903,
TemmokuMVC 代码问题漏洞,CNNVD-202402-1913,2024-02-22,2024-03-11,,中危,代码问题,TemmokuMVC是中国天目（TemmokuMVC）公司的一款适用大型及中小型企业的开源 MVC 框架。 TemmokuMVC 2.3 及之前版本存在代码问题漏洞，该漏洞源于组件Image Download Handler中的 lib/images_get_down.php 中的函数 get_img_url/img_replace存在安全问题，导致反序列化。,CVE-2024-1750,
Fortinet FortiOS 代码问题漏洞,CNNVD-202402-1856,2024-02-22,2024-02-26,,中危,代码问题,Fortinet FortiOS是美国飞塔（Fortinet）公司的一套专用于FortiGate网络安全平台上的安全操作系统。该系统为用户提供防火墙、防病毒、IPSec/SSLVPN、Web内容过滤和反垃圾邮件等多种安全功能。 Fortinet FortiOS 7.2.0 到 7.2.4、7.0.0 到 7.0.11、6.4.0 到 6.4.12版本，Fortiproxy 7.2.0 到 7.2.4、7.0.0 到 7.0.10版本存在代码问题漏洞，该漏洞源于允许攻击者通过特制的 HTTP 请求进行拒绝服务。,CVE-2023-29179,
Bdtask Bhojon Best Restaurant Management Software 跨站脚本漏洞,CNNVD-202402-1915,2024-02-22,2024-03-11,,中危,跨站脚本,Bdtask Bhojon Best Restaurant Management Software是孟加拉国Bdtask公司的一个餐厅管理软件。 Bdtask Bhojon Best Restaurant Management Software 2.9版本存在跨站脚本漏洞，该漏洞源于组件Message Page中的 /dashboard/message 存在未知处理，通过参数 Title 导致跨站脚本编写。,CVE-2024-1749,
Library System SQL注入漏洞,CNNVD-202402-1967,2024-02-23,2024-03-01,,中危,SQL注入,Library System是nurhodelta_17个人开发者的一个图书馆管理系统。 Library System 1.0版本存在SQL注入漏洞，该漏洞源于对参数username/password的错误操作会导致 sql 注入。,CVE-2024-1827,
TOTOLINK X6000R 命令注入漏洞,CNNVD-202402-1932,2024-02-23,2024-03-11,,中危,命令注入,TOTOLINK X6000R是中国吉翁电子（TOTOLINK）公司的一款无线路由器。 TOTOLINK X6000R AX3000 9.4.0cu.852_20230719版本存在命令注入漏洞。攻击者利用该漏洞执行命令注入攻击。,CVE-2024-1781,
Limbas SQL注入漏洞,CNNVD-202402-1930,2024-02-23,2024-03-11,,中危,SQL注入,Limbas是德国Limbas公司的一个用 PHP 编写的数据库框架。用于创建数据库驱动的业务应用程序。 Limbas 5.2.14版本存在SQL注入漏洞，该漏洞源于对参数 tab_group 的错误操作会导致 sql 注入。,CVE-2024-1784,
WordPress Plugin All In One Favicon 路径遍历漏洞,CNNVD-202402-1948,2024-02-23,2024-03-01,,中危,路径遍历,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin All In One Favicon 4.7及之前版本存在路径遍历漏洞，该漏洞源于允许攻击者删除文件，导致网站崩溃并停止运行。,CVE-2023-24416,
Library System SQL注入漏洞,CNNVD-202402-1971,2024-02-23,2024-03-01,,中危,SQL注入,Library System是nurhodelta_17个人开发者的一个图书馆管理系统。 Library System 1.0版本存在SQL注入漏洞，该漏洞源于对参数username和password的错误操作会导致 SQL 注入。,CVE-2024-1826,
Mlflow 跨站脚本漏洞,CNNVD-202402-1980,2024-02-23,2024-03-11,,中危,跨站脚本,Mlflow是一个机器学习生命周期的开源平台。 Mlflow 存在跨站脚本漏洞，该漏洞源于缺乏对 dataset table字段的清理，导致跨站脚本。,CVE-2024-27133,
