name,vuln-id,published,modified,source,severity,vuln-type,vuln-descript,cve-id,vuln-solution
Trillium 注入漏洞,CNNVD-202401-2221,2024-01-24,2024-02-05,,高危,注入,Trillium是Trillium社区的一个可组合的工具包，用于使用异步 Rust 构建互联网应用程序。 Trillium 0.3.12之前版本和0.5.4之前的0.5.x版本存在注入漏洞，该漏洞源于标头验证不充分，可能会导致请求分裂。,CVE-2024-23644,
WordPress Plugin Barcode Scanner with Inventory and Order Manager 代码问题漏洞,CNNVD-202401-2185,2024-01-24,2024-01-31,,超危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin Barcode Scanner with Inventory and Order Manager 1.5.1及之前版本存在安全漏洞，该漏洞源于存在危险类型文件不受限制上传问题。,CVE-2023-52221,
WordPress plugin Asgaros Forum 代码问题漏洞,CNNVD-202401-2180,2024-01-24,2024-01-31,,超危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Asgaros Forum 2.7.2版本及之前版本存在代码问题漏洞，该漏洞源于存在不可信数据的反序列化漏洞。,CVE-2024-22284,
WordPress plugin SalesKing 信息泄露漏洞,CNNVD-202401-2186,2024-01-24,2024-02-01,,高危,信息泄露,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin SalesKing 1.6.15版本及之前版本存在信息泄露漏洞，该漏洞源于 SalesKing 中的未经授权行为能够暴露敏感信息。,CVE-2024-22154,
Pimcore SQL注入漏洞,CNNVD-202401-2220,2024-01-24,2024-02-01,,高危,SQL注入,Pimcore是奥地利Pimcore公司的一套开源的用于创建和管理Web应用程序的Web内容管理平台。该平台集成了Web内容管理、电子商务框架和产品信息管理等应用。 Pimcore 1.3.2之前的1.x版本存在SQL注入漏洞，该漏洞源于容易受到SQL注入，任何具有基本权限的后端用户都可以执行任意SQL语句，从而更改任何数据或将其权限至少提升到管理员级别。,CVE-2024-23646,
WordPress plugin Order Export and Order Import for WooCommerce 代码问题漏洞,CNNVD-202401-2182,2024-01-24,2024-01-31,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Order Export and Order Import for WooCommerce 2.4.3版本及之前版本存在代码问题漏洞，该漏洞源于存在存在危险类型的文件不受限制上传漏洞。,CVE-2024-22135,
WordPress plugin IP2Location Country Blocker 信息泄露漏洞,CNNVD-202401-2179,2024-01-24,2024-01-31,,高危,信息泄露,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin IP2Location Country Blocker 2.33.3版本及之前版本存在信息泄露漏洞，该漏洞源于存在信息泄露漏洞。,CVE-2024-22294,
Pimcore 注入漏洞,CNNVD-202401-2206,2024-01-24,2024-02-05,,高危,注入,Pimcore是奥地利Pimcore公司的一套开源的用于创建和管理Web应用程序的Web内容管理平台。该平台集成了Web内容管理、电子商务框架和产品信息管理等应用。 Pimcore 1.2.3之前版本存在注入漏洞，该漏洞源于攻击者能够检索用户重置密码的令牌，从而执行重置用户密码操作。,CVE-2024-23648,
Lemmy 授权问题漏洞,CNNVD-202401-2205,2024-01-24,2024-02-05,,中危,授权问题,Lemmy是Lemmy开源的一款用于构建社交新闻聚合器和网络论坛的自由软件。 Lemmy 0.17.0版本至0.19.1之前版本存在授权问题漏洞，该漏洞源于任何经过身份验证的用户都可以获取任意私人消息内容。,CVE-2024-23649,
WordPress plugin ChatBot with AI 代码问题漏洞,CNNVD-202401-2174,2024-01-24,2024-01-31,,超危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin ChatBot with AI 5.1.0版本及之前版本存在代码问题漏洞，该漏洞源于存在不可信数据漏洞。,CVE-2024-22309,
Synology DiskStation Manager 输入验证错误漏洞,CNNVD-202401-2160,2024-01-24,2024-02-01,,中危,输入验证错误,Synology DiskStation Manager（DSM）是中国群晖科技（Synology）公司的一套用于网络储存服务器（NAS）上的操作系统。该操作系统可管理资料、文件、照片、音乐等信息。 Synology DiskStation Manager(DSM) 7.2.1-69057-2之前版本存在输入验证错误漏洞，该漏洞源于存在开放重定向漏洞，允许经过身份验证的远程用户通过未指定的媒介进行网络钓鱼攻击。,CVE-2024-0854,
WordPress plugin Product Import Export for WooCommerce 代码问题漏洞,CNNVD-202401-2181,2024-01-24,2024-01-31,,高危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Product Import Export for WooCommerce 2.3.7版本及之前版本存在代码问题漏洞，该漏洞源于存在存在危险类型的文件不受限制上传漏洞。,CVE-2024-22152,
WordPress plugin Contact Form 7 Extension For Mailchimp 代码问题漏洞,CNNVD-202401-2183,2024-01-24,2024-01-31,,中危,代码问题,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Contact Form 7 Extension For Mailchimp 0.5.70版本及之前版本存在代码问题漏洞，该漏洞源于存在服务器端请求伪造 (SSRF) 漏洞。,CVE-2024-22134,
Apache Airflow 代码问题漏洞,CNNVD-202401-2189,2024-01-24,2024-01-31,,高危,代码问题,Apache Airflow是美国阿帕奇（Apache）基金会的一套用于创建、管理和监控工作流程的开源平台。该平台具有可扩展和动态监控等特点。 Apache Airflow 2.8.1之前版本存在安全漏洞，该漏洞源于允许潜在攻击者绕过配置保护来毒害数据，从而导致反序列化。,CVE-2023-50943,
WordPress Plugin WP Go Maps 跨站脚本漏洞,CNNVD-202401-2187,2024-01-24,2024-02-01,,中危,跨站脚本,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress Plugin WP Go Maps 9.0.28及之前版本存在跨站脚本漏洞，该漏洞源于输入清理和输出转义不足，攻击者利用该漏洞可以将恶意脚本注入web网站。,CVE-2023-6697,
WordPress plugin Simple Membership 输入验证错误漏洞,CNNVD-202401-2177,2024-01-24,2024-01-31,,中危,输入验证错误,WordPress和WordPress plugin都是WordPress基金会的产品。WordPress是一套使用PHP语言开发的博客平台。该平台支持在PHP和MySQL的服务器上架设个人博客网站。WordPress plugin是一个应用插件。 WordPress plugin Simple Membership 4.4.1版本及之前版本存在安全漏洞，该漏洞源于存在开放重定向漏洞。,CVE-2024-22308,
SvelteKit 输入验证错误漏洞,CNNVD-202401-2213,2024-01-24,2024-02-19,,高危,输入验证错误,SvelteKit是Svelte开源的一套Web 开发框架。 SvelteKit存在输入验证错误漏洞，该漏洞源于发送GET或HEAD请求会导致应用程序崩溃。,CVE-2024-23641,
Nagios 跨站脚本漏洞,CNNVD-202401-2222,2024-01-24,2024-02-01,,中危,跨站脚本,Nagios是美国Nagios公司的一套开源的免费网络监视工具。 Nagios 2.4.0 之前版本存在跨站脚本漏洞，该漏洞源于允许攻击者在过滤日志时通过 name 元素运行任意代码。,CVE-2021-43584,
Online Tours and Travels Management System SQL注入漏洞,CNNVD-202401-2267,2024-01-25,2024-02-01,,超危,SQL注入,Online Tours and Travels Management System是Mayuri K.个人开发者的一个在线旅游管理系统。 SourceCodester Online Tours and Travels Management System 1.0版本存在SQL注入漏洞，该漏洞源于文件payment.php的参数id会导致SQL注入。,CVE-2024-0884,
Octopus 跨站脚本漏洞,CNNVD-202401-2277,2024-01-25,2024-02-05,,中危,跨站脚本,Octopus Deploy是澳大利亚Octopus Deploy公司的一款用于.NET、Java等应用程序开发部署的自动化工具。 Octopus 1.0版本存在跨站脚本漏洞，该漏洞源于通过参数description会导致跨站脚本。,CVE-2024-0891,
IceHrm 跨站脚本漏洞,CNNVD-202401-2238,2024-01-25,2024-02-01,,中危,跨站脚本,IceHrm是一套人力资源管理（Hrm）系统。该系统包括员工管理、休假管理和薪酬管理等功能。 IceHrm 23.0.0.OS版本存在跨站脚本漏洞，该漏洞源于没有充分编码用户控制的输入，可以通过 /icehrm/app/fileupload_page.php 中的多个参数导致跨站脚本。,CVE-2023-6282,
VectorAdmin 授权问题漏洞,CNNVD-202401-2248,2024-01-25,2024-02-01,,中危,授权问题,VectorAdmin是用于矢量数据库管理的通用工具套件。 VectorAdmin 存在授权问题漏洞，该漏洞源于vector-admin中包含身份验证绕过，允许用户在domain restriction处于活动状态时注册到vector-admin。,CVE-2024-0879,
Octopus SQL注入漏洞,CNNVD-202401-2275,2024-01-25,2024-02-05,,超危,SQL注入,Octopus Deploy是澳大利亚Octopus Deploy公司的一款用于.NET、Java等应用程序开发部署的自动化工具。 Octopus 1.0版本存在SQL注入漏洞，该漏洞源于文件/system/dept/edit的参数ancestors会导致SQL注入。,CVE-2024-0890,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2284,2024-01-25,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0版本存在跨站脚本漏洞，该漏洞源于用户控制的输入未经过充分编码，导致中的 /cupseasylive/taxcodemodify.php 多个参数包含跨站脚本，攻击者利用该漏洞可以发送特制 URL 并窃取用户的会话 cookie 凭据。,CVE-2024-23855,
SystemK NVR 命令注入漏洞,CNNVD-202401-2253,2024-01-25,2024-02-01,,超危,命令注入,SystemK NVR是一款网络录影机。 SystemK NVR 504/508/516 2.3.5SK.30084998 及之前版本存在安全漏洞，该漏洞源于动态域名系统 (DDNS) 设置中包含命令注入漏洞，允许攻击者以 root 权限执行任意命令。,CVE-2023-7227,
GNU indent 缓冲区错误漏洞,CNNVD-202401-2628,2024-01-25,2024-02-20,,中危,缓冲区错误,GNU indent是美国GNU社区的一个自 Unix 时代就已经存在的工具程序。可依用户自行定义的程序设计风格重新缩进成 C 和 C++ 代码的样式。 GNU indent 2.2.13版本存在缓冲区错误漏洞，该漏洞源于set_buf_break() 中包含基于堆的缓冲区溢出。,CVE-2024-0911,
TRENDnet TEW-411BRPplus 命令注入漏洞,CNNVD-202401-2259,2024-01-25,2024-02-05,,高危,命令注入,TRENDnet TEW-411BRPplus是美国趋势网络（TRENDnet）公司的一款无线路由器。 TRENDnet TEW-411BRPplus v.2.07_eu版本存在命令注入漏洞，该漏洞源于允许本地攻击者通过 debug.cgi 页面中的 data1 参数执行任意代码。,CVE-2023-51833,
Qidianbang qdbcrm 跨站请求伪造漏洞,CNNVD-202401-2245,2024-01-25,2024-02-01,,高危,跨站请求伪造,Qidianbang qdbcrm是一个客户关系管理平台。 Qidianbang qdbcrm 1.1.0版本存在跨站请求伪造漏洞，该漏洞源于组件 Password Reset中包含未知函数，导致跨站请求伪造。,CVE-2024-0880,
Linux kernel 代码问题漏洞,CNNVD-202401-2236,2024-01-25,2024-02-01,,中危,代码问题,Linux kernel是美国Linux基金会的开源操作系统Linux所使用的内核。 Linux kernel v2.6.12-rc2版本存在安全漏洞，该漏洞源于存在NULL指针取消引用，允许缓冲区溢出。,CVE-2024-22099,
Juniper Networks Junos OS 跨站脚本漏洞,CNNVD-202401-2276,2024-01-25,2024-02-02,,中危,跨站脚本,Juniper Networks Junos OS是美国瞻博网络（Juniper Networks）公司的一套专用于该公司的硬件设备的网络操作系统。该操作系统提供了安全编程接口和Junos SDK。 Juniper Networks Junos OS 存在安全漏洞，该漏洞源于允许攻击者构建一个 URL，当其他用户访问该 URL 时，该 URL 将使攻击者以目标权限执行命令，以下产品和版本受到影响：20.4R3-S9之前的所有版本、21.2R3-S7之前的21.2版本、21.3R3-S5之前的21.3版本、21.4R3-S6之前的21.4版本等。,CVE-2024-21620,
Tutanota 输入验证错误漏洞,CNNVD-202401-2251,2024-01-25,2024-02-01,,中危,输入验证错误,Tutanota是Tuta公司的一项非常注重安全和隐私的电子邮件服务，可加密所有设备上的电子邮件、联系人和日历条目。 Tutanota 3.118.12 到 3.119.10版本存在输入验证错误漏洞，该漏洞源于攻击者能够发送被操纵的电子邮件，使用户无法再使用该应用程序来访问收到的电子邮件。,CVE-2024-23655,
Online Tours and Travels Management System SQL注入漏洞,CNNVD-202401-2286,2024-01-25,2024-02-01,,超危,SQL注入,Online Tours and Travels Management System是Mayuri K.个人开发者的一个在线旅游管理系统。 SourceCodester Online Tours and Travels Management System 1.0版本存在SQL注入漏洞，该漏洞源于文件admin/pay.php的参数id会导致SQL注入。,CVE-2024-0883,
kafka-ui 操作系统命令注入漏洞,CNNVD-202401-2265,2024-01-25,2024-02-22,,超危,授权问题,kafka-ui是用于 Apache Kafka 的开源 Web UI。 kafka-ui 0.4.0版本至0.7.1版本存在安全漏洞，该漏洞源于允许远程攻击者通过/api/clusters/local/topics/messages的参数q执行任意代码。,CVE-2023-52251,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2370,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/itempopup.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23890,
Beijing Baichuo Smart S210 Management Platform 代码问题漏洞,CNNVD-202401-2401,2024-01-26,2024-02-01,,超危,代码问题,Beijing Baichuo Smart S210 Management Platform是中国北京百卓（Beijing Baichuo）公司的一款多业务安全网关智能管理平台。 Beijing Baichuo Smart S210 Management Platform 20240117版本及之前版本存在代码问题漏洞，该漏洞源于对参数 file_upload 的错误操作会导致上传不受限制。,CVE-2024-0939,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2314,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/itemgroupcreate.php 页面的 itemgroupid 参数没有进行充分的转义。,CVE-2024-23889,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2343,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/grndisplay.php 页面的 grnno 参数没有进行充分的转义。,CVE-2024-23862,
Motorola MR2600 授权问题漏洞,CNNVD-202401-2304,2024-01-26,2024-02-02,,高危,授权问题,Motorola MR2600是美国摩托罗拉（Motorola）公司的一款无线路由器。 Motorola MR2600 存在安全漏洞，该漏洞源于 Web 组件中存在身份验证绕过漏洞。,CVE-2024-23629,
van_der_Schaar LAB synthcity 代码问题漏洞,CNNVD-202401-2392,2024-01-26,2024-02-05,,超危,代码问题,synthcity是van_der_Schaar LAB开源的一个用于生成和评估合成表格数据的库。 van_der_Schaar LAB synthcity 0.2.9版本存在代码问题漏洞，该漏洞源于错误操作会导致反序列化。,CVE-2024-0937,
TRENDnet TEW-824DRU 命令注入漏洞,CNNVD-202401-2356,2024-01-26,2024-03-06,,高危,命令注入,TRENDnet TEW-824DRU是美国趋势网络（TRENDnet）公司的一款双频无线路由器。 TRENDnet TEW-824DRU 1.04b01版本存在命令注入漏洞，该漏洞源于 sub_420AE0() 函数中的 system.ntp.server 容易受到命令注入攻击。,CVE-2024-22545,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2335,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/stockissuanceprint.php 页面的 issuanceno 参数没有进行充分的转义。,CVE-2024-23869,
IBM eFilm Workstation 信任管理问题漏洞,CNNVD-202401-2295,2024-01-26,2024-02-01,,超危,信任管理问题,IBM eFilm Workstation是美国国际商业机器（IBM）公司的一种用于查看医学图像的软件应用程序。 IBM eFilm Workstation 存在安全漏洞，该漏洞源于存在硬编码凭证漏洞。未经身份验证的远程攻击者可以利用此漏洞实现信息泄露或远程代码执行。,CVE-2024-23619,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2321,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/grnmodify.php 页面的 grndate 参数没有进行充分的转义。,CVE-2024-23884,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2323,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/countrymodify.php 页面的 countryid 参数没有进行充分的转义。,CVE-2024-23885,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2329,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/companymodify.php 页面的 address1 参数没有进行充分的转义。,CVE-2024-23874,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2345,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/taxstructurelinecreate.php 页面的 flatamount 参数没有进行充分的转义。,CVE-2024-23859,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2368,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/costcentermodify.php 页面的 costcenterid 参数没有进行充分的转义。,CVE-2024-23893,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2325,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/taxstructuremodify.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23883,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2337,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/statecreate.php 页面的 stateid 参数没有进行充分的转义。,CVE-2024-23867,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2348,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/stockissuancelinecreate.php 页面的 batchno 参数没有进行充分的转义。,CVE-2024-23858,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2347,2024-01-26,2024-01-29,,高危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/itemlist.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23856,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2328,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/currencymodify.php 页面的 currencyid 参数没有进行充分的转义。,CVE-2024-23873,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2332,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/unitofmeasurementmodify.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23871,
D-Link DAP-1650 命令注入漏洞,CNNVD-202401-2296,2024-01-26,2024-02-01,,超危,命令注入,D-Link DAP-1650是中国友讯（D-Link）公司的一款WiFi范围扩展器。 D-Link DAP-1650 存在安全漏洞，该漏洞源于在处理 UPnP SUBSCRIBE 消息时，存在命令注入漏洞。,CVE-2024-23625,
TOTOLINK N200RE 代码问题漏洞,CNNVD-202401-2398,2024-01-26,2024-02-06,,低危,代码问题,TOTOLINK N200RE是中国吉翁电子（TOTOLINK）公司的一个路由器。 TOTOLINK N200RE V5 9.3.5u.6255_B20211224版本存在代码问题漏洞。攻击者利用该漏洞导致会话过期。,CVE-2024-0942,
TemporAI 代码问题漏洞,CNNVD-202401-2393,2024-01-26,2024-02-05,,高危,代码问题,TemporAI是van_der_Schaar LAB开源的一个以机器学习为中心的医学时间序列库。 van_der_Schaar LAB TemporAI 0.0.3版本存在代码问题漏洞，该漏洞源于错误操作会导致反序列化。,CVE-2024-0936,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2324,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/grncreate.php 页面的 grndate 参数没有进行充分的转义。,CVE-2024-23887,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2367,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/stockissuancecreate.php 页面的 issuancedate 参数没有进行充分的转义。,CVE-2024-23894,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2331,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/taxcodelist.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23880,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2326,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/taxcodecreate.php 页面的 taxcodeid 参数没有进行充分的转义。,CVE-2024-23882,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2319,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/itemmodify.php 页面的 bincardinfo 参数没有进行充分的转义。,CVE-2024-23886,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2365,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/stock.php 页面的 batchno 参数没有进行充分的转义。,CVE-2024-23896,
D-Link DAP-1650 命令注入漏洞,CNNVD-202401-2298,2024-01-26,2024-02-01,,超危,命令注入,D-Link DAP-1650是中国友讯（D-Link）公司的一款WiFi范围扩展器。 D-Link DAP-1650 存在安全漏洞，该漏洞源于 gena.cgi 模块中存在命令注入漏洞。,CVE-2024-23624,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2344,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/unitofmeasurementcreate.php 页面的 unitofmeasurementid 参数没有进行充分的转义。,CVE-2024-23861,
IBM eFilm Workstation 缓冲区错误漏洞,CNNVD-202401-2300,2024-01-26,2024-02-01,,超危,缓冲区错误,IBM eFilm Workstation是美国国际商业机器（IBM）公司的一种用于查看医学图像的软件应用程序。 IBM eFilm Workstation 存在安全漏洞，该漏洞源于许可证服务器中存在基于堆栈的缓冲区溢出。未经身份验证的远程攻击者可以利用此漏洞以 SYSTEM 权限实现远程代码执行。,CVE-2024-23622,
TONGDA Office Anywhere SQL注入漏洞,CNNVD-202401-2391,2024-01-26,2024-02-05,,超危,SQL注入,TONGDA Office Anywhere是一套协同办公OA系统。 TONGDA Office Anywhere 2017 11.9版本及之前版本存在SQL注入漏洞，该漏洞源于对参数 WEBBODY_ID_STR 的错误操作会导致 SQL 注入。,CVE-2024-0938,
TRENDnet TEW-822DRE 命令注入漏洞,CNNVD-202401-2349,2024-01-26,2024-02-05,,高危,命令注入,TRENDnet TEW-822DRE是美国趋势网络（TRENDnet）公司的一款双频无线路由器。 TRENDnet TEW-822DRE 1.03B02版本存在命令注入漏洞，该漏洞源于对参数 ipv4_ping/ipv6_ping 的错误操作会导致命令注入。,CVE-2024-0920,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2336,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/grnlist.php 页面的 deleted 参数没有进行充分的转义。,CVE-2024-23868,
Novel-Plus SQL注入漏洞,CNNVD-202401-2400,2024-01-26,2024-02-05,,超危,SQL注入,Novel-Plus是Novel-Plus公司的一个在线社交阅读和写作平台。 Novel-Plus 4.3.0-RC1版本存在SQL注入漏洞，该漏洞源于对参数sort的错误操作会导致 sql 注入。,CVE-2024-0941,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2339,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/countrylist.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23864,
Motorola MR2600 命令注入漏洞,CNNVD-202401-2299,2024-01-26,2024-02-02,,高危,命令注入,Motorola MR2600是美国摩托罗拉（Motorola）公司的一款无线路由器。 Motorola MR2600 存在安全漏洞，该漏洞源于“SaveSysLogParams”参数中存在命令注入漏洞。,CVE-2024-23626,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2334,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/stockissuancelist.php 页面的 delete 参数没有进行充分的转义。,CVE-2024-23870,
Cups Easy 跨站脚本漏洞,CNNVD-202401-2387,2024-01-26,2024-01-29,,中危,跨站脚本,Cups Easy是一个基于 PHP 的采购和库存软件，将来可能会成为一个成熟的 ERP。 Cups Easy 1.0 版本存在跨站脚本漏洞，该漏洞源于 /cupseasylive/taxstructurecreate.php 页面的 description 参数没有进行充分的转义。,CVE-2024-23876,
